Registration Number,Specialization,Branch,Last Semester,Attendance (%),CGPA,Semester GPA (Target),Backlogs,Midterm Scores (out of 50),"Grades (S, A, B, C, D, E, F, N)",Study Hours/Day,Club Membership,Club Hours/Week,Leadership Role,Sleep Hours/Day,Stress Level,Predicted Semester GPA
23BCG10582,CSE Gaming Technology,B.Tech,4,71,6.33,6.56,1,"32, 50, 39, 23, 30","['B', 'B', 'S', 'A', 'E', 'N', 'S', 'F', 'A', 'A', 'N', 'C', 'B', 'A', 'N', 'C', 'B', 'S']",4,No,0,No,8.1,4,6.7
23BCG10583,CSE Gaming Technology,B.Tech,4,65,7.7,7.71,0,"35, 44, 9, 44, 18","['S', 'E', 'A', 'S', 'S', 'C', 'D', 'B', 'N', 'A', 'B', 'A', 'S', 'A', 'A', 'E', 'B', 'S']",3.5,Yes,8,No,8.3,4,7.4
23BCG10584,CSE Gaming Technology,B.Tech,4,74,8.2,8.6,0,"39, 27, 40, 46, 40","['A', 'A', 'N', 'S', 'S', 'B', 'S', 'E', 'S', 'S', 'S', 'C', 'A', 'A', 'A', 'B', 'D', 'B']",4.3,No,0,No,7.4,5,8.33
23BCG10585,CSE Gaming Technology,B.Tech,4,69,7.69,8.64,0,"44, 44, 47, 32, 19","['A', 'S', 'A', 'E', 'B', 'C', 'A', 'N', 'S', 'E', 'A', 'A', 'A', 'B', 'S', 'A', 'S', 'D']",4.4,Yes,5.3,No,8.3,5,7.98
23BCG10586,CSE Gaming Technology,B.Tech,4,84,8.22,8.49,1,"18, 6, 32, 22, 37","['B', 'S', 'S', 'A', 'E', 'S', 'C', 'A', 'S', 'B', 'S', 'F', 'A', 'B', 'B', 'S', 'S', 'C']",4.5,No,0,No,7.6,5,6.72
23BCG10587,CSE Gaming Technology,B.Tech,4,73,7.48,8.1,0,"7, 47, 16, 43, 43","['C', 'E', 'A', 'N', 'S', 'B', 'B', 'B', 'E', 'S', 'A', 'S', 'B', 'C', 'S', 'C', 'S', 'B']",3.8,Yes,5.8,No,8.6,4,7.59
23BCG10588,CSE Gaming Technology,B.Tech,4,73,6.69,7.28,1,"42, 30, 12, 32, 34","['B', 'S', 'S', 'N', 'B', 'N', 'B', 'E', 'E', 'S', 'A', 'B', 'E', 'A', 'A', 'B', 'F', 'S']",4.2,Yes,6.2,No,6.7,5,6.39
23BCG10589,CSE Gaming Technology,B.Tech,4,72,6.57,7.05,1,"14, 47, 18, 28, 37","['A', 'E', 'B', 'N', 'S', 'A', 'S', 'D', 'F', 'E', 'B', 'B', 'B', 'A', 'E', 'C', 'B', 'S']",3.1,No,0,No,8.3,5,6.01
23BCG10590,CSE Gaming Technology,B.Tech,4,73,7.76,8.59,1,"43, 18, 19, 50, 25","['C', 'A', 'A', 'A', 'S', 'S', 'N', 'S', 'A', 'A', 'A', 'S', 'F', 'N', 'B', 'A', 'A', 'A']",4.8,Yes,4.5,Yes,7.1,3,7.31
23BCG10591,CSE Gaming Technology,B.Tech,4,81,8.98,9.35,0,"44, 24, 23, 36, 48","['A', 'S', 'D', 'B', 'S', 'A', 'A', 'A', 'S', 'S', 'A', 'S', 'A', 'B', 'S', 'C', 'C', 'C']",6,Yes,7.9,No,8.3,3,9.1
23BCG10592,CSE Gaming Technology,B.Tech,4,93,7.43,8.43,2,"7, 40, 33, 35, 49","['S', 'A', 'C', 'F', 'A', 'B', 'F', 'S', 'A', 'A', 'A', 'S', 'A', 'C', 'E', 'A', 'A', 'S']",4.6,No,0,No,7.6,5,6.58
23BCG10593,CSE Gaming Technology,B.Tech,4,67,7.43,7.65,0,"5, 21, 20, 30, 17","['S', 'N', 'B', 'S', 'A', 'B', 'A', 'E', 'C', 'B', 'A', 'C', 'S', 'N', 'A', 'S', 'A', 'S']",3.7,Yes,2.9,Yes,8.8,5,6.37
23BCG10594,CSE Gaming Technology,B.Tech,4,66,6.81,7.43,0,"35, 30, 48, 10, 42","['A', 'A', 'A', 'E', 'C', 'B', 'A', 'A', 'E', 'N', 'S', 'N', 'S', 'S', 'N', 'B', 'S', 'B']",5.3,Yes,4.8,Yes,7.8,3,7.74
23BCG10595,CSE Gaming Technology,B.Tech,4,69,6.52,7.03,2,"32, 3, 9, 16, 23","['B', 'B', 'A', 'S', 'A', 'F', 'F', 'A', 'S', 'N', 'S', 'A', 'E', 'N', 'B', 'S', 'C', 'B']",5.6,Yes,6.7,No,7.8,4,5
23BCG10596,CSE Gaming Technology,B.Tech,4,70,7.65,8.17,0,"8, 19, 16, 9, 17","['S', 'B', 'N', 'A', 'S', 'S', 'B', 'A', 'B', 'C', 'B', 'B', 'D', 'S', 'N', 'A', 'B', 'S']",3.5,Yes,3.6,No,8.3,5,6.12
23BCG10597,CSE Gaming Technology,B.Tech,4,66,8.28,8.94,1,"10, 50, 12, 31, 43","['S', 'D', 'S', 'A', 'A', 'S', 'S', 'A', 'A', 'C', 'A', 'N', 'S', 'A', 'B', 'F', 'S', 'A']",4.5,Yes,4.1,No,7.6,3,7.23
23BCG10598,CSE Gaming Technology,B.Tech,4,71,7.17,7.53,0,"21, 4, 10, 32, 45","['C', 'S', 'S', 'B', 'N', 'S', 'A', 'B', 'N', 'S', 'N', 'S', 'A', 'S', 'D', 'S', 'A', 'S']",4.7,Yes,4.1,Yes,7.4,3,7.11
23BCG10599,CSE Gaming Technology,B.Tech,4,72,8.3,9.17,0,"38, 20, 4, 7, 48","['A', 'B', 'A', 'S', 'A', 'N', 'B', 'A', 'A', 'A', 'S', 'S', 'B', 'A', 'B', 'B', 'S', 'C']",4,No,0,No,8,2,7.62
23BCG10600,CSE Gaming Technology,B.Tech,4,78,8.11,9.01,0,"15, 42, 13, 10, 49","['B', 'S', 'A', 'E', 'A', 'A', 'A', 'A', 'E', 'B', 'A', 'A', 'A', 'E', 'A', 'B', 'D', 'C']",3.9,Yes,8,Yes,8.2,3,7.7
23BCY10001,CSE Cyber Security,B.Tech,4,89,6.87,7.26,1,"40, 19, 13, 28, 41","['B', 'A', 'S', 'D', 'B', 'S', 'A', 'D', 'N', 'N', 'S', 'S', 'S', 'F', 'S', 'N', 'C', 'D']",3.3,Yes,8,Yes,6.7,5,6.4
23BCY10002,CSE Cyber Security,B.Tech,4,83,5.59,6,0,"36, 5, 27, 26, 25","['S', 'C', 'F', 'C', 'D', 'A', 'E', 'B', 'D', 'F', 'C', 'N', 'S', 'S', 'N', 'F', 'A', 'F']",3.1,No,0,No,6.7,3,6.45
23BCY10003,CSE Cyber Security,B.Tech,4,76,6.61,6.85,0,"32, 48, 43, 42, 29","['B', 'D', 'A', 'E', 'E', 'S', 'A', 'N', 'A', 'A', 'B', 'N', 'N', 'C', 'S', 'S', 'A', 'C']",4.4,Yes,5,Yes,8.8,4,7.95
23BCY10004,CSE Cyber Security,B.Tech,4,72,7.65,8.51,1,"46, 46, 12, 11, 4","['D', 'S', 'A', 'B', 'S', 'B', 'N', 'S', 'E', 'S', 'C', 'A', 'S', 'A', 'C', 'A', 'F', 'C']",5.6,Yes,3.5,Yes,7.7,3,6.86
23BCY10005,CSE Cyber Security,B.Tech,4,83,4.96,7.49,2,"23, 13, 12, 27, 42","['C', 'D', 'F', 'D', 'N', 'C', 'E', 'A', 'D', 'N', 'A', 'N', 'E', 'A', 'C', 'E', 'S', 'C']",3.2,Yes,6.9,Yes,7.2,3,4.79
23BCY10006,CSE Cyber Security,B.Tech,4,87,6.91,7.78,1,"7, 24, 7, 11, 13","['S', 'S', 'A', 'E', 'C', 'D', 'D', 'C', 'S', 'N', 'B', 'B', 'F', 'C', 'B', 'C', 'B', 'N']",4.6,No,0,No,8.6,3,5.82
23BCY10007,CSE Cyber Security,B.Tech,4,68,6.85,7.71,0,"46, 7, 8, 35, 18","['S', 'D', 'C', 'F', 'D', 'E', 'D', 'S', 'S', 'S', 'S', 'F', 'E', 'C', 'A', 'S', 'B', 'F']",4.4,Yes,5.7,No,8.8,2,7.01
23BCY10008,CSE Cyber Security,B.Tech,4,77,6.07,6.32,0,"48, 26, 16, 26, 47","['S', 'N', 'B', 'A', 'E', 'F', 'A', 'F', 'A', 'A', 'A', 'F', 'B', 'A', 'B', 'B', 'C', 'B']",4.5,Yes,3.7,Yes,6.6,4,7.32
23BCY10009,CSE Cyber Security,B.Tech,4,69,7.31,8.27,0,"14, 25, 41, 8, 43","['S', 'S', 'A', 'D', 'B', 'C', 'D', 'S', 'F', 'A', 'E', 'B', 'E', 'A', 'B', 'C', 'E', 'E']",5.7,Yes,7.9,Yes,8,4,7.42
23BCY10010,CSE Cyber Security,B.Tech,4,65,5.37,6.98,0,"23, 50, 11, 48, 43","['C', 'E', 'E', 'D', 'E', 'A', 'N', 'N', 'B', 'A', 'N', 'D', 'C', 'S', 'D', 'E', 'E', 'S']",3,No,0,No,8.3,3,6.86
23BCY10011,CSE Cyber Security,B.Tech,4,70,5.5,6.05,0,"38, 43, 42, 48, 7","['E', 'F', 'S', 'C', 'S', 'N', 'F', 'N', 'C', 'C', 'A', 'A', 'E', 'B', 'B', 'B', 'A', 'S']",5.3,Yes,2.4,No,7.4,5,7.15
23BCY10012,CSE Cyber Security,B.Tech,4,86,4.67,6.63,0,"50, 44, 33, 37, 43","['E', 'A', 'C', 'N', 'C', 'D', 'A', 'E', 'N', 'F', 'D', 'F', 'E', 'N', 'B', 'D', 'S', 'E']",5.4,No,0,No,8.4,3,7.83
23BCY10013,CSE Cyber Security,B.Tech,4,77,4.85,6.3,1,"5, 21, 21, 3, 24","['C', 'F', 'F', 'N', 'D', 'D', 'F', 'D', 'C', 'A', 'D', 'S', 'F', 'A', 'S', 'C', 'E', 'F']",6,No,0,No,6.5,5,4.91
23BCY10014,CSE Cyber Security,B.Tech,4,93,4.85,7.45,1,"21, 28, 17, 21, 27","['D', 'E', 'N', 'D', 'D', 'E', 'N', 'S', 'N', 'F', 'A', 'S', 'C', 'S', 'D', 'C', 'N', 'B']",3.4,No,0,No,7.3,3,5.61
23BCY10015,CSE Cyber Security,B.Tech,4,80,4.28,6.1,2,"41, 33, 32, 35, 18","['N', 'D', 'A', 'F', 'C', 'F', 'A', 'F', 'S', 'N', 'D', 'F', 'C', 'N', 'S', 'E', 'S', 'F']",4,Yes,6.7,Yes,7.4,4,5.11
23BCY10016,CSE Cyber Security,B.Tech,4,67,6.04,7.9,1,"42, 14, 30, 32, 8","['D', 'C', 'C', 'F', 'E', 'S', 'A', 'D', 'C', 'S', 'N', 'B', 'N', 'C', 'S', 'N', 'N', 'A']",3.8,Yes,4.5,Yes,7.2,4,5.79
23BCY10017,CSE Cyber Security,B.Tech,4,73,5.81,6.09,0,"44, 16, 7, 38, 25","['C', 'C', 'B', 'N', 'E', 'D', 'E', 'D', 'B', 'D', 'B', 'C', 'S', 'F', 'F', 'S', 'C', 'N']",5.6,No,0,No,7.6,4,6.86
23BCY10018,CSE Cyber Security,B.Tech,4,74,6.48,6.83,2,"34, 33, 16, 34, 29","['N', 'E', 'B', 'B', 'D', 'C', 'S', 'D', 'S', 'D', 'B', 'S', 'N', 'N', 'B', 'S', 'D', 'B']",5.6,No,0,No,6.6,4,5.97
23BCY10019,CSE Cyber Security,B.Tech,4,68,5.19,6.03,1,"3, 11, 18, 37, 12","['C', 'A', 'F', 'F', 'A', 'E', 'F', 'A', 'D', 'B', 'N', 'E', 'B', 'B', 'C', 'F', 'C', 'B']",4.5,Yes,2.8,Yes,7.4,3,5.09
23BCY10020,CSE Cyber Security,B.Tech,4,70,5.24,6,1,"18, 32, 35, 17, 41","['C', 'B', 'B', 'S', 'N', 'E', 'F', 'S', 'N', 'N', 'B', 'C', 'S', 'B', 'N', 'E', 'E', 'F']",4.8,No,0,No,8.1,4,5.94
23BCY10021,CSE Cyber Security,B.Tech,4,80,4.98,6.92,1,"10, 6, 46, 4, 9","['E', 'A', 'N', 'B', 'N', 'S', 'F', 'B', 'N', 'D', 'B', 'C', 'F', 'B', 'A', 'D', 'N', 'N']",5.7,Yes,6.3,Yes,8.3,2,5.4
23BCY10022,CSE Cyber Security,B.Tech,4,90,6.2,9.47,0,"40, 36, 27, 9, 27","['E', 'B', 'E', 'C', 'N', 'C', 'C', 'A', 'B', 'B', 'D', 'D', 'C', 'D', 'E', 'C', 'F', 'N']",3.2,Yes,8,Yes,6.5,4,6.98
23BCY10023,CSE Cyber Security,B.Tech,4,87,4.44,6.22,0,"4, 28, 38, 50, 40","['F', 'N', 'N', 'F', 'F', 'D', 'B', 'A', 'D', 'D', 'E', 'C', 'A', 'B', 'B', 'B', 'D', 'C']",4.2,Yes,7.8,Yes,8,4,6.73
23BCY10024,CSE Cyber Security,B.Tech,4,73,6.56,7.48,0,"44, 48, 5, 48, 31","['B', 'C', 'S', 'E', 'S', 'C', 'A', 'E', 'N', 'D', 'B', 'S', 'D', 'F', 'D', 'N', 'B', 'D']",4.1,No,0,No,8,3,7.71
23BCY10025,CSE Cyber Security,B.Tech,4,93,5.09,6.21,1,"13, 45, 23, 45, 6","['S', 'N', 'N', 'C', 'D', 'E', 'C', 'A', 'A', 'N', 'F', 'B', 'D', 'N', 'D', 'C', 'B', 'D']",4.6,Yes,4.4,Yes,6.5,3,6.2
23BCY10026,CSE Cyber Security,B.Tech,4,74,5.43,6.26,1,"7, 8, 24, 48, 41","['F', 'F', 'C', 'E', 'F', 'C', 'S', 'E', 'B', 'S', 'A', 'S', 'A', 'F', 'F', 'S', 'F', 'A']",5.1,No,0,No,8.8,5,5.74
23BCY10027,CSE Cyber Security,B.Tech,4,68,5.22,6,0,"8, 16, 24, 18, 34","['C', 'N', 'S', 'C', 'F', 'S', 'A', 'N', 'D', 'F', 'A', 'N', 'B', 'A', 'E', 'A', 'D', 'B']",5.7,Yes,3.8,No,8.2,5,5.94
23BCY10028,CSE Cyber Security,B.Tech,4,69,5.02,6.08,0,"38, 9, 25, 16, 49","['E', 'D', 'E', 'F', 'C', 'F', 'A', 'B', 'S', 'C', 'D', 'F', 'N', 'N', 'A', 'F', 'C', 'A']",4,Yes,4.3,No,8.9,3,6.45
23BCY10029,CSE Cyber Security,B.Tech,4,65,6.17,6.79,2,"8, 44, 27, 5, 15","['B', 'C', 'F', 'C', 'C', 'A', 'S', 'C', 'F', 'C', 'C', 'B', 'S', 'F', 'C', 'D', 'F', 'A']",4.2,Yes,6.1,Yes,7.4,5,4.62
23BCY10030,CSE Cyber Security,B.Tech,4,83,4.37,6,1,"5, 33, 5, 19, 41","['C', 'S', 'D', 'E', 'N', 'B', 'N', 'F', 'A', 'N', 'F', 'C', 'E', 'S', 'N', 'N', 'E', 'B']",4,No,0,No,8.9,5,4.9
23BCY10031,CSE Cyber Security,B.Tech,4,68,6.39,6.98,1,"4, 7, 11, 31, 37","['C', 'E', 'N', 'F', 'B', 'B', 'B', 'B', 'S', 'S', 'E', 'E', 'A', 'C', 'E', 'C', 'S', 'F']",5.2,No,0,No,7.4,3,5.81
23BCY10032,CSE Cyber Security,B.Tech,4,73,5.65,6.78,0,"42, 38, 37, 32, 17","['N', 'S', 'D', 'D', 'D', 'A', 'S', 'E', 'F', 'A', 'N', 'E', 'B', 'D', 'D', 'D', 'N', 'N']",5.8,Yes,2.5,Yes,8.1,5,7.16
23BCY10033,CSE Cyber Security,B.Tech,4,73,5.04,7.21,1,"31, 27, 13, 39, 50","['F', 'D', 'D', 'S', 'E', 'C', 'N', 'D', 'A', 'B', 'D', 'F', 'C', 'N', 'D', 'F', 'N', 'S']",3.8,No,0,No,6.7,4,5.97
23BCY10034,CSE Cyber Security,B.Tech,4,81,6.28,6.33,1,"6, 45, 14, 34, 7","['B', 'B', 'F', 'C', 'B', 'B', 'F', 'D', 'A', 'S', 'D', 'S', 'D', 'B', 'F', 'F', 'C', 'C']",4.1,No,0,No,6.9,3,6.02
23BCY10035,CSE Cyber Security,B.Tech,4,89,5.3,6.82,1,"44, 44, 39, 39, 27","['F', 'E', 'N', 'E', 'E', 'E', 'B', 'A', 'S', 'C', 'B', 'N', 'C', 'N', 'S', 'C', 'E', 'B']",5.2,Yes,7.9,No,8.5,3,7.19
23BCY10036,CSE Cyber Security,B.Tech,4,70,3.44,7.03,1,"6, 26, 38, 4, 37","['A', 'B', 'N', 'A', 'D', 'F', 'F', 'F', 'S', 'F', 'N', 'F', 'N', 'N', 'D', 'F', 'D', 'F']",3.4,No,0,No,9,5,4.32
23BCY10037,CSE Cyber Security,B.Tech,4,71,4.41,6,1,"38, 10, 11, 30, 42","['D', 'S', 'A', 'F', 'S', 'C', 'N', 'F', 'N', 'N', 'C', 'E', 'C', 'N', 'E', 'E', 'E', 'B']",5.3,Yes,3.8,No,6.9,4,5.53
23BCY10038,CSE Cyber Security,B.Tech,4,93,4.52,6.23,1,"46, 12, 7, 39, 49","['A', 'N', 'B', 'C', 'S', 'B', 'E', 'N', 'A', 'N', 'F', 'F', 'S', 'N', 'N', 'F', 'F', 'A']",4.5,No,0,No,8.1,5,5.94
23BCY10039,CSE Cyber Security,B.Tech,4,83,5.91,6.41,0,"33, 31, 5, 28, 33","['E', 'C', 'A', 'C', 'N', 'S', 'S', 'N', 'C', 'C', 'E', 'S', 'F', 'N', 'D', 'B', 'D', 'D']",6,No,0,No,8.8,3,7.25
23BCY10040,CSE Cyber Security,B.Tech,4,71,5.74,7.66,2,"4, 17, 15, 30, 46","['E', 'F', 'S', 'D', 'D', 'D', 'A', 'B', 'C', 'F', 'C', 'N', 'S', 'E', 'B', 'E', 'S', 'E']",3.1,Yes,3.4,No,7.3,4,4.68
23BCY10041,CSE Cyber Security,B.Tech,4,91,6.52,6.9,0,"16, 14, 17, 23, 31","['N', 'A', 'S', 'E', 'B', 'D', 'S', 'E', 'A', 'D', 'N', 'S', 'C', 'B', 'D', 'F', 'B', 'S']",4.9,No,0,No,8.6,2,7.14
23BCY10042,CSE Cyber Security,B.Tech,4,69,5.81,6.51,3,"47, 37, 49, 22, 20","['B', 'S', 'F', 'D', 'E', 'N', 'S', 'C', 'D', 'E', 'B', 'C', 'B', 'F', 'S', 'N', 'E', 'D']",6,Yes,6.5,No,7.4,4,5.4
23BCY10043,CSE Cyber Security,B.Tech,4,74,5.83,6.19,1,"40, 17, 14, 36, 7","['D', 'C', 'F', 'B', 'C', 'A', 'F', 'E', 'B', 'S', 'D', 'D', 'F', 'C', 'E', 'C', 'B', 'D']",6,Yes,6.7,Yes,7.4,4,6.01
23BCY10044,CSE Cyber Security,B.Tech,4,95,3.28,6.33,0,"19, 15, 15, 38, 18","['N', 'N', 'B', 'D', 'B', 'N', 'N', 'E', 'F', 'F', 'N', 'E', 'E', 'A', 'C', 'D', 'D', 'B']",3.2,No,0,No,6.6,3,5.54
23BCY10045,CSE Cyber Security,B.Tech,4,81,5.93,6.98,0,"42, 5, 4, 27, 5","['D', 'B', 'F', 'E', 'A', 'S', 'E', 'C', 'D', 'N', 'D', 'A', 'S', 'D', 'D', 'C', 'N', 'S']",5.4,Yes,3.2,Yes,7.3,2,6.57
23BCY10046,CSE Cyber Security,B.Tech,4,80,7.41,7.58,0,"13, 13, 12, 30, 13","['S', 'A', 'E', 'N', 'S', 'D', 'A', 'S', 'A', 'D', 'E', 'A', 'B', 'D', 'S', 'E', 'A', 'D']",3.9,No,0,No,8.8,5,6.44
23BCY10047,CSE Cyber Security,B.Tech,4,79,6.81,7.04,2,"9, 31, 3, 17, 9","['S', 'D', 'N', 'S', 'S', 'S', 'S', 'B', 'D', 'A', 'B', 'N', 'A', 'N', 'N', 'S', 'F', 'F']",3.9,No,0,No,9,3,4.93
23BCY10048,CSE Cyber Security,B.Tech,4,95,5.87,6.82,0,"6, 5, 22, 5, 31","['C', 'S', 'B', 'A', 'E', 'E', 'C', 'F', 'S', 'F', 'F', 'C', 'D', 'C', 'C', 'E', 'C', 'D']",5.5,No,0,No,8.2,4,6.34
23BCY10049,CSE Cyber Security,B.Tech,4,94,3.72,6.68,0,"22, 12, 37, 28, 32","['C', 'A', 'F', 'B', 'F', 'F', 'S', 'F', 'A', 'F', 'F', 'B', 'F', 'F', 'F', 'N', 'E', 'N']",5.8,Yes,8,No,8.2,3,6.54
23BCY10050,CSE Cyber Security,B.Tech,4,95,6,6.45,0,"28, 39, 22, 44, 11","['D', 'A', 'B', 'S', 'F', 'D', 'D', 'B', 'N', 'B', 'E', 'D', 'C', 'N', 'A', 'E', 'S', 'F']",3.3,Yes,3,Yes,8.1,2,7.31
23BCY10051,CSE Cyber Security,B.Tech,4,85,7.35,7.98,2,"13, 35, 32, 32, 47","['A', 'S', 'S', 'D', 'B', 'C', 'F', 'E', 'B', 'A', 'B', 'A', 'A', 'D', 'C', 'D', 'B', 'B']",3.3,Yes,6.2,Yes,6.8,4,6.27
23BCY10052,CSE Cyber Security,B.Tech,4,70,4.63,6,1,"25, 38, 26, 33, 25","['D', 'N', 'C', 'D', 'F', 'F', 'S', 'F', 'C', 'E', 'A', 'E', 'N', 'D', 'A', 'A', 'E', 'F']",5.7,No,0,No,8.5,4,5.89
23BCY10053,CSE Cyber Security,B.Tech,4,70,6.65,6.92,1,"44, 38, 42, 36, 23","['E', 'D', 'S', 'D', 'A', 'D', 'C', 'B', 'A', 'A', 'A', 'N', 'E', 'E', 'F', 'D', 'D', 'B']",5,Yes,2.1,Yes,7.6,4,7.12
23BCY10054,CSE Cyber Security,B.Tech,4,81,6.06,9.35,0,"28, 9, 27, 5, 45","['N', 'S', 'S', 'N', 'B', 'S', 'C', 'D', 'F', 'E', 'C', 'D', 'B', 'A', 'S', 'E', 'E', 'A']",5.4,Yes,2.6,Yes,8,3,6.96
23BCY10055,CSE Cyber Security,B.Tech,4,70,5.19,6,0,"20, 8, 48, 15, 4","['F', 'C', 'A', 'E', 'C', 'E', 'N', 'C', 'C', 'A', 'E', 'N', 'C', 'E', 'N', 'C', 'S', 'E']",4.1,Yes,2.2,No,8.7,3,5.95
23BCY10056,CSE Cyber Security,B.Tech,4,95,7.13,8.07,1,"50, 42, 49, 15, 3","['E', 'E', 'S', 'A', 'S', 'D', 'D', 'A', 'S', 'D', 'E', 'N', 'S', 'C', 'B', 'S', 'D', 'D']",4.6,No,0,No,7.2,4,7.3
23BCY10057,CSE Cyber Security,B.Tech,4,65,4.37,7.28,0,"4, 6, 15, 32, 46","['E', 'N', 'F', 'C', 'N', 'N', 'B', 'D', 'F', 'A', 'B', 'A', 'N', 'B', 'D', 'S', 'C', 'A']",3.9,Yes,2.5,No,7.3,4,5.48
23BCY10058,CSE Cyber Security,B.Tech,4,87,5.67,7,1,"14, 35, 40, 45, 50","['B', 'F', 'N', 'C', 'B', 'S', 'A', 'B', 'N', 'N', 'S', 'A', 'A', 'N', 'B', 'E', 'S', 'A']",4.3,Yes,6.2,Yes,8.2,2,7.13
23BCY10059,CSE Cyber Security,B.Tech,4,84,5.7,6.43,1,"36, 5, 45, 11, 9","['D', 'E', 'C', 'A', 'E', 'F', 'E', 'E', 'C', 'C', 'B', 'C', 'F', 'S', 'E', 'F', 'A', 'F']",6,No,0,No,7.1,4,6
23BCY10060,CSE Cyber Security,B.Tech,4,74,5.96,7.05,0,"6, 30, 44, 34, 3","['A', 'F', 'N', 'E', 'F', 'B', 'D', 'B', 'D', 'S', 'D', 'B', 'B', 'S', 'A', 'A', 'A', 'D']",3.5,No,0,No,8.6,4,6.38
23BCY10061,CSE Cyber Security,B.Tech,4,72,3.72,6.08,0,"15, 38, 28, 15, 24","['F', 'N', 'E', 'F', 'F', 'N', 'D', 'B', 'A', 'C', 'A', 'A', 'N', 'N', 'F', 'C', 'F', 'N']",5.9,No,0,No,7.5,4,5.9
23BCY10062,CSE Cyber Security,B.Tech,4,75,5.3,6.22,1,"26, 13, 27, 17, 47","['F', 'C', 'A', 'D', 'E', 'N', 'E', 'S', 'B', 'S', 'F', 'F', 'B', 'A', 'D', 'N', 'N', 'D']",5.6,Yes,3.6,No,8.5,4,5.98
23BCY10063,CSE Cyber Security,B.Tech,4,72,5.93,6,0,"38, 40, 36, 36, 34","['B', 'S', 'E', 'B', 'E', 'F', 'N', 'E', 'B', 'B', 'C', 'S', 'B', 'E', 'F', 'E', 'S', 'F']",5.2,Yes,3.9,No,8,5,7.43
23BCY10064,CSE Cyber Security,B.Tech,4,75,5.89,6.12,0,"40, 27, 5, 45, 49","['D', 'E', 'D', 'B', 'B', 'A', 'F', 'E', 'B', 'B', 'D', 'D', 'E', 'F', 'E', 'S', 'N', 'E']",3.7,Yes,4.6,No,7.6,4,7.11
23BCY10065,CSE Cyber Security,B.Tech,4,90,5.07,7.61,1,"31, 23, 11, 23, 23","['A', 'S', 'D', 'A', 'E', 'C', 'F', 'D', 'D', 'F', 'F', 'N', 'F', 'B', 'A', 'B', 'N', 'D']",3.5,No,0,No,7.9,3,5.63
23BCY10066,CSE Cyber Security,B.Tech,4,73,3.52,6.11,2,"9, 49, 34, 24, 44","['D', 'N', 'D', 'B', 'F', 'F', 'B', 'N', 'N', 'B', 'N', 'A', 'N', 'F', 'E', 'A', 'N', 'B']",4.6,No,0,No,6.5,4,4.81
23BCY10067,CSE Cyber Security,B.Tech,4,76,5.07,6.79,1,"13, 36, 16, 50, 43","['F', 'B', 'E', 'N', 'A', 'B', 'E', 'B', 'S', 'C', 'N', 'F', 'F', 'C', 'E', 'E', 'E', 'E']",3.7,No,0,No,6.8,2,6.22
23BCY10068,CSE Cyber Security,B.Tech,4,74,5.61,6,2,"24, 27, 18, 35, 4","['N', 'S', 'A', 'B', 'F', 'S', 'B', 'A', 'N', 'N', 'C', 'F', 'B', 'A', 'C', 'A', 'A', 'S']",5.9,No,0,No,8.1,4,5.12
23BCY10069,CSE Cyber Security,B.Tech,4,91,6.52,6.72,0,"41, 46, 8, 36, 48","['B', 'D', 'E', 'S', 'B', 'S', 'N', 'D', 'A', 'D', 'D', 'D', 'A', 'N', 'E', 'C', 'A', 'N']",5.5,Yes,2.6,Yes,8.2,5,7.94
23BCY10070,CSE Cyber Security,B.Tech,4,70,2.7,6,1,"50, 44, 39, 24, 18","['N', 'N', 'C', 'F', 'N', 'F', 'N', 'N', 'B', 'S', 'F', 'F', 'E', 'E', 'E', 'A', 'C', 'D']",5.1,Yes,4.4,Yes,6.7,4,5.44
23BCY10071,CSE Cyber Security,B.Tech,4,92,5.41,6.75,2,"9, 49, 15, 19, 5","['C', 'C', 'N', 'F', 'F', 'S', 'E', 'B', 'E', 'C', 'S', 'C', 'D', 'D', 'B', 'E', 'N', 'B']",4.2,Yes,5.2,Yes,7.6,3,5.04
23BCY10072,CSE Cyber Security,B.Tech,4,67,7.06,8.05,1,"14, 8, 14, 13, 43","['B', 'S', 'C', 'N', 'S', 'S', 'B', 'E', 'A', 'C', 'N', 'E', 'B', 'S', 'A', 'C', 'A', 'F']",4.3,Yes,4.5,Yes,8.4,3,5.94
23BCY10073,CSE Cyber Security,B.Tech,4,69,4.74,6,0,"21, 33, 4, 47, 34","['C', 'S', 'E', 'F', 'N', 'C', 'E', 'N', 'D', 'B', 'S', 'B', 'F', 'F', 'E', 'N', 'N', 'A']",4.6,Yes,5.6,No,7,4,6.34
23BCY10074,CSE Cyber Security,B.Tech,4,95,4.04,7.11,2,"20, 6, 24, 16, 16","['C', 'D', 'N', 'A', 'E', 'F', 'E', 'F', 'C', 'N', 'N', 'D', 'N', 'E', 'A', 'B', 'B', 'B']",3.8,No,0,No,8.4,5,3.92
23BCY10075,CSE Cyber Security,B.Tech,4,74,5.19,6.77,1,"39, 31, 36, 50, 8","['S', 'S', 'F', 'F', 'C', 'S', 'S', 'N', 'F', 'E', 'F', 'D', 'D', 'A', 'C', 'S', 'F', 'B']",3.4,No,0,No,6.8,5,5.84
