Registration Number,Predicted GPA By Model,Subjects,Required Grades,Required Term-End Marks
23BCG10362,8.52360414219656,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[73.83, 99.17, 60.5, 60.5, 77.17]"
23BCG10363,8.145508836184703,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'B', 'S', 'S']","[82.0, 81.33, 82.0, 93.33, 77.33]"
23BCG10364,5.900822395534293,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[92.0, 88.67, 98.67, 76.67, 99.33]"
23BCG10365,7.634717421512176,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'S', 'A']","[92.0, 94.67, 75.33, 83.33, 64.67]"
23BCG10366,6.973197327971638,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'B']","[95.33, 92.0, 61.33, 96.0, 86.67]"
23BCG10367,7.3049565016955,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'B', 'S']","[89.0, 91.67, 71.0, 80.33, 71.67]"
23BCG10368,5.734252099000853,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'B']","[90.83, 74.83, 78.17, 98.83, 80.17]"
23BCG10369,8.995598358516471,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'A']","[72.67, 75.33, 73.33, 83.33, 64.67]"
23BCG10370,7.931880709214148,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[58.67, 73.33, 87.33, 90.0, 79.33]"
23BCG10371,6.671588281321482,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'B', 'A']","[72.0, 59.33, 78.67, 92.67, 71.33]"
23BCG10372,6.231334631501089,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[86.5, 60.5, 72.5, 58.5, 94.5]"
23BCG10373,7.783606084016434,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'S']","[90.67, 68.67, 56.67, 77.33, 97.33]"
23BCG10374,4.834651972725557,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'S']","[88.33, 75.67, 82.33, 87.0, 87.0]"
23BCG10375,7.524512519014893,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'S']","[76.0, 78.0, 88.67, 69.33, 94.0]"
23BCG10376,7.067370229487167,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'A', 'A']","[74.5, 78.5, 80.5, 75.17, 63.17]"
23BCG10377,7.963219370900493,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[80.5, 92.5, 79.17, 77.83, 75.83]"
23BCG10378,7.927100145750384,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[68.0, 77.33, 90.0, 82.67, 60.0]"
23BCG10379,6.70684995044249,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[84.0, 79.33, 54.0, 80.0, 64.0]"
23BCG10380,6.923584060960878,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'A']","[60.83, 54.83, 93.5, 77.5, 98.83]"
23BCG10381,6.7609571425487385,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[82.17, 97.5, 59.5, 73.5, 77.5]"
23BCG10382,7.1719394184052865,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'S']","[83.33, 73.33, 65.33, 90.67, 88.0]"
23BCG10383,7.64426146527552,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'S', 'A']","[85.67, 85.67, 91.0, 74.33, 75.67]"
23BCG10384,7.7641950365769645,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[73.17, 90.5, 70.5, 77.17, 84.5]"
23BCG10385,6.923653362023227,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[78.33, 73.0, 56.33, 82.33, 84.33]"
23BCG10386,8.52794538889032,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'A']","[72.17, 72.83, 82.83, 60.17, 62.17]"
23BCG10387,6.40679943262672,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'B']","[78.0, 78.0, 70.67, 84.67, 89.33]"
23BCG10388,7.551057565690327,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'S', 'S']","[75.0, 89.67, 74.33, 85.0, 89.0]"
23BCG10389,6.135313742984195,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[83.17, 83.17, 90.5, 63.17, 75.17]"
23BCG10390,8.635374805890176,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'A']","[74.33, 72.33, 67.67, 78.33, 75.67]"
23BCG10391,5.587935357988895,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[65.5, 65.5, 84.83, 85.5, 61.5]"
23BCG10392,5.3237697020472,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[73.17, 93.83, 89.17, 63.17, 61.17]"
23BCG10393,7.443664786971267,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[69.17, 89.83, 87.83, 90.5, 85.83]"
23BCG10394,8.918638952558984,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'A']","[86.5, 86.5, 55.83, 86.5, 55.83]"
23BCG10395,7.452849129236175,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[53.5, 95.5, 69.5, 73.5, 80.17]"
23BCG10396,7.706529893307345,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[72.17, 65.5, 55.5, 92.17, 69.5]"
23BCG10397,7.864435793639627,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'S']","[71.0, 82.33, 77.67, 85.0, 75.67]"
23BCG10398,5.957726551985876,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'A']","[94.17, 91.5, 90.83, 53.5, 81.5]"
23BCG10399,8.088052906766245,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'A']","[58.17, 86.17, 76.83, 83.5, 56.17]"
23BCG10400,7.528311614358941,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'B', 'B']","[65.83, 82.5, 93.83, 87.17, 75.17]"
23BCG10401,6.362029374609618,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'S']","[93.5, 73.5, 82.17, 88.17, 86.17]"
23BCG10402,6.430020802166652,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'S']","[71.33, 80.67, 57.33, 75.33, 76.0]"
23BCG10403,7.332668351202903,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'S']","[89.17, 68.5, 83.17, 79.83, 73.17]"
23BCG10404,7.906297445540819,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'A']","[77.5, 86.17, 79.5, 70.83, 84.83]"
23BCG10405,5.484358244726351,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'A']","[81.17, 77.83, 87.17, 63.83, 73.83]"
23BCG10406,7.303822320471099,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'B']","[88.17, 92.17, 86.17, 97.5, 76.83]"
23BCG10407,7.011226364398131,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'S']","[87.0, 91.0, 57.0, 93.67, 93.67]"
23BCG10408,7.376059456640169,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[67.33, 81.33, 77.33, 77.33, 93.33]"
23BCG10409,7.672914628036287,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[79.83, 73.83, 69.83, 80.5, 59.83]"
23BCG10410,7.01957136316884,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[58.17, 70.17, 54.17, 58.17, 66.17]"
23BCG10411,6.534535696856567,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'A']","[92.5, 85.83, 86.5, 97.83, 79.83]"
23BCG10412,6.728171701756249,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[73.67, 63.67, 85.67, 89.67, 73.67]"
23BCG10413,6.289316610055929,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'A']","[98.67, 64.0, 85.33, 84.67, 96.0]"
23BCG10414,6.67519851334761,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'B']","[90.67, 71.33, 73.33, 59.33, 86.67]"
23BCG10415,5.983439118791444,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'S']","[79.5, 99.5, 82.17, 58.83, 89.5]"
23BCG10416,6.83580279164209,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'A']","[73.5, 71.5, 84.83, 74.83, 85.5]"
23BCG10417,7.213051350903806,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'B']","[59.67, 95.67, 57.67, 78.33, 81.0]"
23BCG10418,6.654811415315751,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[78.33, 89.0, 85.0, 89.0, 97.67]"
23BCG10419,6.596334990574578,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'S']","[93.33, 84.0, 87.33, 92.67, 87.33]"
23BCG10420,7.608576661705597,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'S']","[73.83, 64.5, 85.83, 98.5, 69.17]"
23BCG10421,5.6054205391760075,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'B', 'B']","[99.0, 99.67, 92.33, 74.33, 82.33]"
23BCG10422,5.439884901158175,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'S']","[77.83, 58.5, 81.83, 58.5, 99.17]"
23BCG10423,6.779308176584845,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'A']","[88.17, 63.5, 88.83, 77.5, 97.5]"
23BCG10424,6.545413976623919,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'A']","[91.17, 82.5, 79.83, 74.5, 94.5]"
23BCG10425,6.108268037208483,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'B']","[86.67, 79.33, 93.33, 96.0, 80.67]"
23BCG10426,7.646455256402335,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'S']","[95.83, 98.5, 55.83, 99.83, 90.5]"
23BCG10427,7.452397031216541,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'A']","[71.33, 76.0, 90.0, 73.33, 77.33]"
23BCG10428,6.290836027508493,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'A']","[81.83, 71.83, 75.83, 77.17, 91.17]"
23BCG10429,8.505360592750645,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'S']","[81.83, 76.5, 74.5, 53.83, 92.5]"
23BCG10430,7.037921046546476,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'A', 'B']","[75.0, 77.0, 80.33, 71.67, 87.0]"
23BCG10431,8.812496567973692,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'S', 'S']","[90.17, 74.17, 94.17, 82.17, 92.17]"
23BCG10432,7.566169063628832,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'A']","[87.5, 78.17, 81.5, 66.83, 78.83]"
23BCG10433,7.88494420028382,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'B', 'A']","[77.33, 73.33, 78.67, 84.0, 60.67]"
23BCG10434,8.194130810446037,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'S', 'A']","[70.5, 90.5, 94.5, 90.5, 73.83]"
23BCG10435,8.681205802935606,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'S', 'S']","[73.5, 70.17, 80.83, 80.17, 74.17]"
23BCG10436,5.083259670377438,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'S', 'S']","[74.67, 90.67, 92.0, 95.33, 89.33]"
23BCG10437,7.801819355149683,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[65.83, 75.17, 55.83, 76.5, 73.83]"
23BCG10438,5.931972334425531,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'B']","[82.67, 93.33, 57.33, 83.33, 82.67]"
23BCG10439,6.311120009983965,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[81.33, 71.33, 81.33, 92.0, 99.33]"
23BCG10440,4.941142569874787,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[57.17, 63.17, 61.17, 63.17, 77.17]"
23BCG10441,7.286129994490104,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[96.83, 78.83, 83.5, 90.83, 64.83]"
23BCG10442,6.062833320903191,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'B', 'A', 'A']","[90.33, 85.0, 79.0, 59.67, 99.67]"
23BCG10443,4.4120840495365,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'S', 'S']","[76.5, 80.5, 82.5, 69.83, 91.83]"
23BCG10444,5.987463048216647,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'B']","[89.83, 88.5, 90.5, 94.5, 89.17]"
23BCG10445,8.092239432554045,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[88.33, 78.33, 97.0, 92.33, 68.33]"
23BCG10446,6.882820422494553,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[93.5, 86.17, 72.17, 76.83, 98.17]"
23BCG10447,6.993485390929542,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'S', 'A']","[76.67, 84.0, 79.33, 93.33, 92.67]"
23BCG10448,7.304870053506119,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[84.67, 82.0, 92.67, 71.33, 56.67]"
23BCG10449,8.624453548099414,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[97.67, 68.33, 71.67, 59.67, 85.67]"
23BCG10450,6.410384783961891,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'S']","[87.17, 80.5, 81.83, 93.17, 79.83]"
23BCG10451,6.908860387234649,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'A', 'A']","[74.17, 78.17, 90.83, 86.83, 98.83]"
23BCG10452,6.020295795205121,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'A', 'S']","[81.5, 77.5, 74.17, 70.17, 84.83]"
23BCG10453,8.388561137334973,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'B']","[82.83, 76.17, 96.83, 74.83, 87.5]"
23BCG10454,6.411781047721375,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'S']","[73.17, 83.17, 79.83, 82.5, 83.17]"
23BCG10455,5.952623756075214,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[75.0, 77.67, 74.33, 80.33, 54.33]"
23BCG10456,7.025996673547419,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'A']","[79.17, 87.83, 81.17, 89.83, 99.83]"
23BCG10457,7.215149829666685,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'B']","[69.67, 57.67, 59.67, 83.0, 93.0]"
23BCG10458,4.902114962389527,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[82.5, 90.5, 99.17, 82.5, 98.5]"
23BCG10459,7.247311993659501,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'A']","[85.67, 73.67, 76.33, 77.0, 99.67]"
23BCG10460,7.397800339479815,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'S', 'A']","[81.67, 86.33, 85.0, 79.67, 75.0]"
23BCG10461,7.043347130854783,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'B']","[83.33, 91.33, 90.0, 68.67, 74.0]"
23BCG10462,5.8322694075437305,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'A']","[90.0, 92.67, 87.33, 88.67, 75.33]"
23BCG10463,7.321309822235183,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[92.17, 72.83, 94.83, 80.83, 80.83]"
23BCG10464,6.782070761183537,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[93.0, 83.0, 75.0, 83.67, 69.0]"
23BCG10465,6.461843015955527,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[61.33, 75.33, 75.33, 74.0, 87.33]"
23BCG10466,5.772365635402127,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[91.17, 84.5, 73.83, 55.83, 78.5]"
23BCG10467,7.388216196117867,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[77.83, 89.17, 55.17, 81.83, 97.83]"
23BCG10468,8.473993603178869,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[73.33, 55.33, 87.33, 77.33, 80.0]"
23BCG10469,6.531623802023588,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'S']","[75.33, 59.33, 90.67, 95.33, 84.0]"
23BCG10470,6.751527928698401,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[55.67, 87.67, 89.67, 69.67, 95.67]"
23BCG10471,7.468137743309618,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[64.83, 85.5, 96.83, 78.83, 96.83]"
23BCG10472,5.615779134704088,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'B', 'A']","[89.83, 75.17, 75.17, 91.17, 67.83]"
23BCG10473,6.829395074455436,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[57.0, 97.67, 85.0, 97.0, 87.0]"
23BCG10474,7.6329899126862895,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'S']","[65.67, 87.67, 79.0, 83.67, 74.33]"
23BCG10475,5.050751328767839,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'S']","[93.17, 75.83, 53.83, 98.5, 82.5]"
23BCG10476,6.513415084107103,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[71.5, 92.83, 71.5, 92.17, 89.5]"
23BCG10477,6.604745631874686,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[71.33, 83.33, 94.67, 98.67, 64.67]"
23BCG10478,7.198088151160452,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'B', 'S']","[86.17, 80.17, 76.83, 78.83, 74.17]"
23BCG10479,7.753176035851848,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[97.17, 71.17, 85.83, 69.17, 91.83]"
23BCG10480,3.1679638134329084,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'S', 'B']","[88.67, 86.67, 86.67, 86.0, 92.67]"
23BCG10481,7.17812646929484,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[61.0, 91.0, 77.67, 59.0, 93.67]"
23BCG10482,6.930154809929542,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'B']","[84.17, 81.5, 78.83, 97.5, 86.17]"
23BCG10483,6.3275180318697295,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'S', 'A']","[77.0, 59.67, 92.33, 94.33, 53.67]"
23BCG10484,7.91342548681427,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[81.33, 96.67, 99.33, 83.33, 84.67]"
23BCG10485,7.138496492740622,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'B', 'A']","[97.67, 93.0, 75.67, 81.0, 93.67]"
23BCG10486,5.79350796155946,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'B', 'A']","[82.67, 76.67, 84.67, 77.33, 90.0]"
23BCG10487,6.45577314472723,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[98.17, 88.83, 79.5, 85.5, 99.5]"
23BCG10488,8.627435955441442,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'S', 'S']","[82.5, 99.83, 91.83, 93.83, 77.83]"
23BCG10489,3.597495210373133,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'A']","[76.33, 99.67, 79.67, 87.0, 71.67]"
23BCG10490,8.015764613838034,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'S', 'S']","[85.67, 97.67, 97.67, 97.67, 89.67]"
23BCG10491,6.2343645797424365,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'S', 'S']","[54.17, 94.17, 85.5, 78.83, 86.83]"
23BCG10492,8.058856140892864,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'A']","[89.33, 81.33, 75.33, 58.67, 64.67]"
23BCG10493,7.080830429221625,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'S']","[96.33, 63.67, 84.33, 82.33, 76.33]"
23BCG10494,7.815066138278807,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'S', 'S']","[71.83, 78.5, 69.17, 81.83, 99.83]"
23BCG10495,6.5336312858431835,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'S', 'A']","[59.33, 86.67, 78.67, 68.0, 85.33]"
23BCG10496,6.598081072195132,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'B', 'S']","[80.17, 98.83, 88.83, 82.17, 93.5]"
23BCG10497,5.836705564928164,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'B', 'S']","[76.83, 88.83, 63.5, 78.83, 88.17]"
23BCG10498,7.624733137987212,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[87.33, 92.0, 80.0, 82.67, 74.0]"
23BCG10499,3.5745158539838,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'A', 'B']","[99.83, 75.17, 91.17, 63.83, 83.17]"
23BCG10500,6.201902462859437,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'S', 'S']","[77.17, 91.17, 87.17, 86.5, 88.5]"
23BCG10501,6.294995528885759,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'S', 'A']","[57.0, 82.33, 88.33, 77.67, 95.0]"
23BCG10502,7.715575529135662,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'A']","[77.5, 82.17, 75.5, 58.17, 88.17]"
23BCG10503,5.765423629916098,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'B', 'S', 'A']","[75.17, 76.5, 91.17, 84.5, 91.83]"
23BCG10504,5.708484698318561,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'B', 'A']","[74.83, 97.5, 86.17, 84.17, 68.83]"
23BCG10505,4.903326755179688,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[84.0, 96.67, 72.67, 82.67, 56.67]"
23BCG10506,7.520577175261855,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'A']","[97.67, 94.33, 74.33, 67.67, 85.67]"
23BCG10507,5.038352876434666,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'A']","[67.83, 71.83, 85.17, 87.17, 95.83]"
23BCG10508,7.992064588546046,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'S']","[75.83, 93.83, 61.17, 95.17, 87.83]"
23BCG10509,7.533162704604825,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'S', 'B']","[81.67, 96.33, 89.0, 81.0, 77.67]"
23BCG10510,6.755009292995762,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'S', 'S']","[99.0, 82.33, 89.67, 91.67, 99.67]"
23BCG10511,7.373247166375344,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'S']","[96.17, 84.17, 58.17, 72.83, 86.83]"
